Sample	Acinetobacter	Actinomyces	Aeriscardovia	Aeromonas	Anaerococcus	Anaerostipes	Anaerotruncus	Asaccharobacter	Atlantibacter	Atopobium	Bacteroides	Bifidobacterium	Blautia	Campylobacter	Candida	Citrobacter	Clostridioides	Clostridium	Collinsella	Coprobacillus	Corynebacterium	Cronobacter	Cutibacterium	Denitrobacterium	Dermabacter	Dialister	Eggerthella	Enorma	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Faecalibacterium	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gemella	Gordonibacter	Granulicatella	Haemophilus	Hafnia	Intestinibacter	Klebsiella	Kluyvera	Lachnoclostridium	Lactobacillus	Lactococcus	Leclercia	Leuconostoc	Malassezia	Megasphaera	Mixta	Morganella	Morococcus	Mycoplasma	Negativicoccus	Neisseria	Pantoea	Parabacteroides	Paraclostridium	Peptococcus	Peptoniphilus	Peptostreptococcus	Pluralibacter	Prevotella	Proteus	Pseudomonas	Rahnella	Ralstonia	Raoultella	Rhodococcus	Roseburia	Rothia	Ruminococcaceae_unclassified	Ruthenibacterium	Scardovia	Serratia	Staphylococcus	Stenotrophomonas	Streptococcus	Terrisporobacter	Ureaplasma	Varibaculum	Veillonella
297.01_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.57225	0	0	34.35005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297.01_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49374	0	0	0	0	0	0	0	0	0	0	0	52.18749	0	0	46.30858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297.01_40	0	1.39327	0	0	0	0	0	0	0	0	0	0.22601	0	0	0	1.98675	0	0	0	0	0.00835	0	6.54448	0	0	0.214	0	0	0	6.88651	0	0	2.7356	0	0	0	0	0	0	0	0	0	0	0	65.43977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11801	0	1.35953	0	0	0	11.9082
297.01_49	0	0.68077	0	0	0	0	0	0	0	0	0	0.07354	0	0	0	1.92237	0	0	0	0	0	0	4.24963	0	0	0.15848	0	0	0	11.29533	0	0	12.36883	0	0	0	0	0	0	0	0	0	0	0	49.18358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58339	0	0	0	0.51597	0	0	0	0	0	0	0	0	0	0	1.51545	0	1.42284	0	0	0	15.02981
298.01_17	0	0	0	0	0	0	0	0	0	0	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01319	0.05402	0	0.05173	0	0	0.00437	0	0	0	0	0	0	0	0	0	0.01994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.80897	0	0	0	0	0	0.04034
298.01_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
298.01_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.52028	0	39.23427	0	0	0	0
298.01_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4401	0	0	0	0	0	0.01356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.24771	0	9.0872	0	0	0	0
320.01_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20361	0	0	0.72776	0	0	0	0	0	0	0	0	97.37063	0	0	0	0	0	0
320.01_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.89514	0	0	0	0	0	0
320.01_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.62176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26599	0	0	0	0	0	0
320.01_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.01662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52161	0	0	0	0	0	0
320.01_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.07098	0	0	0.32646	0	0	0	0	0	0	0	25.39726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.64493	0	0	0	0	0	0
320.01_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7076	0	0	0	0	0	0	0	0	0	0	69.92952	20.58575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11805	0	0.32967	0	0	0	3.32941
320.01_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.96469	0	0	0.00116	0	0	0	0	0	0	0	39.07331	25.27716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79887	0	0.01585	0	0	0	5.86896
320.01_41	0	0	0	0	0	0	0	0	0	0	0	0	0.0788	0	0	0	0	20.17606	0	0	0.01068	0	0	0	0	0	0	0	41.45101	31.33758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12847	0	0.17767	0	0	0	6.46192
336.01_60	0	0.30307	0	0	0	0	0	0	0	0	0	0	0	0.22849	0	0	0	0	0	0	0	0	1.60421	0	0	0.28146	0	0	0	4.31797	0	0	0	0	0.10678	0	0	0	0	0	0	0	0	0	86.74989	0	0	0	0	0	0	0	0	0	0	0	0	0.23218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08047	0	5.90859	0	0	0.03926	0.14764
336.01_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73326	0	0.0165	0	0	0	0	0	0	0	0	0	0	0	0	90.89206	0	0	0	0	0	0	0	0	0	0	0	0	0.03545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068	0	5.31593	0	0	0	0
336.01_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121	0	0	0	4.62469	0	0	0	0	0	0	0	0	0	0	0	0.38369	0	0	89.79968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17984	0	0	0	0
336.01_69	0	0	0	0	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.42829	0	0.04134	0	0	0	0	0	0	0	0	0	0.11906	0	0	86.90573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48	0	0	0	0.02415
336.01_72	0	0.00674	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	8.21112	0	0	0	0	0.01284	0	0	0	0	0	0	8.93937	0	0.00117	0	0	0	0	0	0	0	0	0	0.01132	0	0	69.16911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01731	0	0	0	0	0	0	0	0	0	0	0.00174	0	13.58352	0	0	0	0.04518
336.01_76	0	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24872	0	0	0.00367	0	0.09037	0	0	0	0	0	0	8.76843	0	0	0	0	0	0	0	0	0.00361	0	0	0	0	0	80.57968	0	0	0	0	0	0	0	0	0	0	0	0	0.0729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36606	0	0	0.03115	3.69251
336.01_79	0	0.08947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86334	0	0	0.00169	0	0.13335	0	0	0.32964	0	0	0	11.14088	0	0	0	0	0.09926	0	0	0	0	0	0	0	0	0	67.67887	0	0	0	0	0	0	0	0	0	0	0	0	0.14359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3688	0	0	0.07431	5.0768
336.01_82	0	0.37484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13948	0	0	0.26975	0	0.52261	0	0	0.14961	0	0	0	13.57863	0	0	0	0	0.43058	0	0	0	0.01441	0	0	0	0	0	59.70291	0	0	0	0	0	0	0	0	0	0	0	0	0.59614	0	0	0	0	0	0	0	0	0	0	0.00358	0	0	0	0	0	0	0	0	0	0	0	0	12.17763	0	0	0.18436	5.85545
336.01_87	0	0.99944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.67535	0	0	0.08346	0	0.16745	0	0	0	0	0	0	2.68498	0	0	0	0	0.16504	0	0	0	0.09498	0	0.03841	0.78616	0	0	43.65769	0	0	0	0	0	0	0	0	0	0	0	0	0.66087	0.05861	0	0	0	0	0	0	0	0	0	0.05049	0	0	0	0	0	0	0	0	0	0	0.01271	0	4.32223	0	0	0.02118	13.52096
340.01_10.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2772	0	0	0	0	0	0	0	0	99.48695	0	0	0	0	0	0
340.01_18.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.90973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340.01_19.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.96799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340.01_20.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340.01_34	0	0	0	0	0	0	0	0	0	0	0	0	27.64949	0	0	0	0	0	0	0	0	0	2.97442	0	0	0	0	0	1.22436	3.44902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.68516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01756	0	0	0	0
340.01_364.15	0	0.07794	0	0	0	0	0.0609	0	0	0	0	38.29485	15.0458	0	0	0	0.04778	0.11101	13.49016	0.3224	0	0	0	0	0	0	0.13345	0.00287	0.08633	0.32291	0	1.00648	0	0	0	0.28989	5.62164	0	0	0.00419	0	0	0	1.5127	4.81725	0	0.27498	0	0	0	0	0	0	0	0	0	0	0.02631	0	0	4.80449	0	0	0	0	0	1.23087	0	0	0	0	0	0	0	0	0.606	1.07709	0	0	0.00224	0	0.33989	0	0	0	10.38959
340.01_37	0	0	0	0	0	0	0	0	0	0	0	9.40017	20.05107	0	0	0	0	0	0	0	0	0	0.78062	0	0	0	0	0	0.83546	6.82836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.10432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340.01_42	0	0	0.02046	0	0	0	0	0	0	0	0	43.62964	8.50246	0	0	0	0	0	0	0	0.01164	0	0.31484	0	0	0	0	0	1.4463	12.35311	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	33.66964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04252	0	0	0	0	0	0
340.01_44	0	0	0.0141	0	0	0	0	0	0	0	0	65.98398	2.48416	0	0	0	0	0	0	0	0	0	0.78137	0	0	0	0	0	0.07801	6.71582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.66458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27798	0	0	0	0	0	0
340.01_45	0	0	0.00799	0	0	0	0	0	0	0	0	70.71693	1.66057	0	0	0	0	0	0	0	0	0	0.50834	0	0	0	0	0	0.25237	4.09443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.70849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05087	0	0	0	0	0	0
340.01_46	0	0	0.0028	0	0	0	0	0	0	0	0	57.69355	1.33885	0	0	0	0	0	0	0	0	0	0.40103	0	0.01971	0	0	0	0.58205	3.64387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.24858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06956	0	0	0	0	0	0
340.01_47	0	0	0.00759	0	0	0	0	0	0	0	0	68.71932	2.36909	0	0	0	0	0	0	0	0	0	0.37025	0	0.16008	0	0	0	0.11996	16.95181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.30002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187	0	0	0	0	0	0
340.01_48a	0	0	0.00163	0	0	0	0	0	0	0	0	69.8421	5.48161	0	0	0	0	0.12626	0	0	0	0	0.29619	0	0.06171	0	0	0	0.15968	6.64223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.37467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01391	0	0	0	0	0	0
340.01_48b	0	0	0.00996	0	0	0	0	0	0	0	0	79.45911	3.3701	0	0	0	0	0.00525	0	0	0	0	0.78414	0	0.1106	0	0	0	0.00536	5.23668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.90937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10941	0	0	0	0	0	0
340.01_49	0	0	0	0	0	0	0	0	0	0	0	4.68583	0	0	0	0	0	0	0	0	0.00425	0	0.12802	0	0	0	0	0	0.9484	0.52777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.36472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33547	0	0.00554	0	0	0	0
340.01_51	0	0	0	0	0	0	0	0	0	0	0	4.40243	0	0	0	0	0	0	0	0	1.12992	0	0	0	0.04566	0	0	0	0	61.69631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32241	0	0	0	0	24.17022	0	0	0	0	0	0
340.01_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.94835	0	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04756	0	0	0	0	0	0
340.01_57	0.13052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.64802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22146	0	0	0	0	0	0
340.01_58	0.10425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.88111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01464	0	0	0	0	0	0
340.01_62	0.03212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.89003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.97579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09967	0	0	0	0	0	0.00239
340.01_74.36	0	0	0	0	0	0	0	0	0	0	0	49.30788	0	0	0	4.35221	0	0	0	0	0.00777	0	0.06012	0	0	0	0	0	0	42.39301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13185	0	0.25836	0	0	0	0
340.01_9.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17149	0	0	0	0	0	0	0	0	99.82851	0	0	0	0	0	0
350.02_21	0	0.07363	0	0	0	0	0	0	0	0	0	0.15268	0	0	0	0	0	0.00566	0	0	7.13946	0	0.00777	0	0	0	0	0	0	0.44207	0	0.27144	0	0	0.10643	0	0	0	0	0	0	0	0	0	0	0	0	0.00746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.04567	0	0	0	0	0	0	0.01328	0	0	0	12.08419	0	2.52654	0	0	0.05433	0.06938
350.02_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90723	0	0	0	0	0	0	0	0	0	0	0	91.29618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28067	0	0	0	0	0	0	0	0	0	0	3.51591	0	0	0	0	0	0
350.02_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07185	0	0	0	0	0	0	0	0	0	0	0	99.43416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49398	0	0	0	0	0	0
350.02_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02266	0	0	0	0	0	0	0	0	12.10345	0	0	86.7581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11579	0	0	0	0	0	0
350.02_35	0	0.01091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.02492	0	0.01762	70.52451	0	0.20323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19173	0	0	0	0	0.00224	0.02484
350.02_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398	0	0	0	0.00421	3.76	0	0	89.95126	0	2.05548	0	0	0	0	0	0	0	0	0	1.81943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40036	0	0	0.00526
350.02_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362.01_60	0	1.92411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43931	0	0	0	0	12.58496	0	0.83322	0	1.27473	0	0	18.78484	0	29.82984	0	0	1.49295	0	0	0	0	0.17622	0	0	0	0	23.4192	0	0	0.00209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79208	0	0	0	0	0	7.44645
362.01_63	0	3.88766	0	0	0	0	0	0	0	0	0	0.76778	0	0	0	0	0	0.04654	0	0	0	0	26.69576	0	4.09446	0	2.19314	0	0	9.77433	0	25.36592	0	0	4.72977	0	0	0	0	0.27287	0	0	0	0	14.42898	0	0	0.20425	0	0.39809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03084	0	0	0	0	0	7.10963
362.01_66	0	8.0496	0	0	0	0	0	0	0	0	0	7.19638	0	0	0	0	0	2.90614	0	0	0	0	10.58154	0	0.69789	0	2.49122	0	0	8.33248	0	41.42906	0	0	5.6149	0	0	0	0	0.34589	0	0	0	0	7.52347	0	0	0.53097	0	0.01569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09805	0	0	0	0	1.14493	3.0418
362.01_71	0	14.77094	0	0	0	0	0	0	0	0	0	9.76857	0	0	0	0	0	0.72913	0	0	0	0	7.57601	0	0	0	2.58294	0	0	14.6362	0	28.3612	0	0	10.70003	0	0	0	0	0.2868	0	0	0	0	2.7632	0	0	1.74226	0	0	0	0	0	0	0	0	0	0.19437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42511	0	0	0	0.14893	0	0	0	0	3.44519	1.86914
362.01_73	0	12.71012	0	0	0.12263	0	0	0	0	0	0	14.77494	0	0	0	0	0	1.77448	0	0	0	0	6.6934	0	0	0	2.40629	0	0	23.57481	0	11.94361	0	0	9.03839	0	0	0	0	0.33909	0	0	0	0	2.15002	0	0	2.09151	0	0	0	0	0	0	0	0	0	0.25752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48121	0	0	0	0.10479	0	0.06199	0	0	4.65321	4.82199
362.01_74	0	7.31488	0	0	0.2465	0	0	0	0	0	0	21.77391	0	0	0	0.31963	0	3.13734	0	0	0.01596	0	6.15283	0	0	0	2.94787	0	0	28.05684	0	2.12112	0	0	5.98687	0	0	0	0	0.39872	0	0	0	0	4.57668	0	0	2.32176	0	0.13734	0	0	0	0	0	0	0	0.41808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47102	0	0	0	0.21654	0	0.06224	0	0	5.04704	5.27683
362.01_78	0	2.63185	0	0	0.02515	0	0	0.00023	0	0	0	4.42031	0	0	0	0.02854	0	0.0322	0	0	0.07622	0	2.32019	0	0	0	2.27947	0	0	24.90591	0.00228	1.06049	0	0	0.21908	0	0	0	0	0.26579	0	0	0	0	5.46122	0	0	53.19422	0	0.00829	0	0	0	0	0	0	0	0.08256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44766	0	0	0	0.23982	0	0.18739	0	0	1.36421	0.74693
362.01_80	0	0	0	0	0	0	0	0	0	0	0	0.03149	0	0	0	0	0	0	0.00772	0	0.10659	0	0.12643	0	0	0	0	0	0	0.01073	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0.00073	0	0	0	91.86709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02183	0	0	0	0.02195	0	0	0.00459	0	0	0	0	0	0.37598	0	7.36537	0	0	0	0.05822
362.01_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362.01_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.93081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06919	0	0	0	0
362.01_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.37554	3.25962	2.07419	0	0	0.2365	0	0.04242	0	0	0	0	0	0	43.63979	0	6.30869	0.04488	0	7.61653	0	0	0	0	0	0	0	0	0	10.63735	0	0	1.41209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8887	0	0	0	2.37717	0	0.12208	0	0	0	3.96445
395.01_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
